# ObsMCLauncher MOD翻译文件
# 格式：curseforge_id|mod_ids|chinese_name|abbr
# 数据来源：mcmod百科 + HMCL + PCL2 融合
#
falling-down|fallingdown|Falling Down|
|fallingsand|Falling Sand|
fallingblocks|fallingblocks|FallingBlocks|
fallout-inspired-power-amor|fallout_inspired_power_armor|Fallout Inspired Power Armor|
fallout-wastelands|fallout_wastelands|Fallout Wastelands|
falloutcraft|falloutcraft|Falloutcraft|
|false_emerald|False Emerald|
fplib|falsepatternlib|FalsePatternLib|
falsetweaks|falsetweaks|FalseTweaks|FT
familiar-faces|familiar_faces|Familiar Faces|
|familiar_magic|Familiar Magic|
familiarslib|familiarslib|FamiliarsLib|
family-life-addon|sunrise|Family life|
fan-shaped-cake|fan_cake,fanshapecake|Fan-shaped cake|FSC
fbp|fbp|Fancier Block Particles|FBP
fbp-renewed|fbp|Fancy Block Particles - Renewed|FBPR
fancy-chests|fancychests|Fancy Chests|
|fancydelight|Fancy Delight|
fancy-dyes|fancydyes|Fancy Dyes|
fancy-health-bar|fancyhealthbar|Fancy Health Bar|
|fancyhealthbar|Fancy Health Bar：重生|
fancy-lamps|fancylamps|Fancy Lamps|
fancy-outline|fancyoutline|Fancy Outline|
fancy-snowy-weather|fancy_snowy_weather|Fancy Snowy Weather|
fancy-spawn-eggs|fancyspawneggs|Fancy Spawn Eggs|
fancy-toasts|fancytoasts|Fancy Toasts | Better Advancements|
fancy-vfx|fancy-vfx|Fancy VFX|
fancyclear|fancyclear|FancyClear|
fancymenu|fancymenu|FancyMenu|FM
fancymenu-system-interactions-addon|fmsia|FancyMenu System Interactions Addon|FMSIA
fancyvideo-api|fancyvideo-api|FancyVideo-API|
fanon-mutant-entities|fme|Fanon Mutant Entities|
fantastic-biomes-cave|cavernous|Fantastic Biomes Cave|
fantastic-lib|fantasticlib|Fantastic Lib|
remastered-structure|milesplayz|Fantastic Remastered Structures|
fantasy-weapons-medieval-series|fantasy_weapons|Fantasy Weapons (Medieval Series)|
fantasysoup|fantasy_soup|FantasySoup|
|fantasytools|FantasyTools|
fantasy-furniture,fantasys-furniture|fantasyfurniture,fantasysfurniture|Fantasy的家具|
fantasy-dice,fantasys-dice|fantasydice,fantasysdice|Fantasy的骰子|
|fantazia|Fantazia|
fargos-talismans|fargos,fargostalismans|Fargo的护身符|
fargo-soul|fargo_soul,fargosoul|Fargo魂石|
farlands-reborn|farlandsreborn|Farlands Reborn|
farmers-bundle-of-joy|farmers_bundle|Farmer's Bundle of Joy|
farmers-combat|farmerscombat|Farmer's Combat|
farmers-compats|nocubes_farmer_compats|Farmer's Compats|
farmers-croptopia|farmers_croptopia|Farmer's Croptopia|
farmers-cutting-regions-unexplored|mr_farmers_cuttingregionsunexplored|Farmer's Cutting: Regions Unexplored|
farmer-s-delight-bedrock-unofficial-port||Farmer's Delight Bedrock (Unofficial Port)|
farmers-delight-compat|farmersdelightcompat|Farmer's Delight Compat|
farmers-delight-compats|farmersdelightintegrations|Farmer's Delight Compats|
farmers-delight-heat-compats|farmersdelightintegration|Farmer's Delight Heat Compats|
farmers-delight-integration|farmersdelightintegration|Farmer's Delight Integration|
farmers-delight-tfc|farmersdelight_tfc|Farmer's Delight TFC|
|farmersdelightplus|Farmer's Delight: Plus|
farmers-knives|farmersknives|Farmer's Knives|
farmers-plus|farmersplus,farmersutils|Farmer's Plus|
farmers-utils|farmersutils|Farmer's Plus - 旧|
farmers-structures|farmers_structures|Farmers Structures|
farming-3x3|farming-3v3|Farming 3x3|
farming-in-rain||Farming in rain|
farms-and-foods|farms-and-foods|Farms and Foods / Farms & Foods|
farseek|farseek|Farseek|
farsight|farsight,farsight_view|Farsight|
farsight-spyglasses|farsight_spyglasses|Farsight: Spyglasses|
farsighted-mobs|farsighted-mobs,farsightedmobs|Farsighted Mobs|
fart-shit-pee|fart_shit_pee|Fart Shit Pee|
fast-async-world-save-forge-fabric|fastasyncworldsave|Fast Async World Save|
fastback|fastback|Fast Backups|
fast-build|fastbuildyaztatili|Fast Build|
fastentitytransfer|fastentitytransfer|Fast Entity Transfer|
fastfurnace-minus-replacement|fastfurnaceminusreplacement|Fast Furnace minus Replacement|
fast-happy-ghasts|fast_happy_ghasts|Fast Happy Ghasts|
fast-ip-ping|fastipping|Fast IP Ping|
fast-item-frames|fastitemframes|Fast Item Frames|FF
|fastitems|Fast Items|
|fastlang|Fast Lang|
|fastminecart|Fast Minecart|
fast-paintings|fastpaintings|Fast Paintings|
|fast-portals,fastportalsforge|Fast Portals|
fast-projectile-fix|fast_projectile_fix|Fast Projectile Fix|
fast-scrolling-fabric|fastscroll|Fast Scrolling|
|fasttrading|Fast Trading|
fastanim|faster_entity_animations|FastAnim|
fastasyncworldedit-forge|worldedit|FastAsyncWorldEdit|FAWE
fastboot|fastboot|FastBoot|
fastcaps|fastcaps|FastCaps|
fastchest-reforged|fastchest|FastChest Reforged|
fastdecay|fastdecay|FastDecay|
fast-doll|fast-doll|FastDoll|
fast-event|fast_event|FastEvent|
fastlang|fastlangmod|FastLang|
|fastmove|FastMove - Parkour MovementSinytra Connector|
fastquit-forge|fastquit|FastQuit-Forge|
|fast-rtp|FastRTP|
|fast_reset|FastReset|
fastworkbench-minus-replacement|fastbenchminusreplacement|FastWorkbench Minus Replacement|
faster-crouching|fastercrouching|Faster Crouching|
faster-random|faster_random,fastrandom|Faster Random|
|fl|FasterLanguage|FL
fastload|fastload|Fastload|
fat-chicken|fatchicken|Fat Chickens|
fauna-and-orchestra|faunaandorchestra|Fauna & Orchestra|
faunify|faunify|Faunify|
faunus|faunus|Faunus|
faux-custom-entity-data|faux-custom-entity-data|Faux Custom Entity Data|
favorite-items|favoriteitems|Favorite Items|
fazcraft-mod|fazcraft|Fazcraft|
|fcitx5-enhancer|Fcitx5 Enhancer|
|fefafly|Feather Fall Flying|
feathers|feathers|Feathers|
feature-nbt-deadlock-be-gone|feature_nbt_deadlock_be_gone|Feature NBT Deadlock Be Gone|
feature-recycler|featurerecycler|Feature Recycler|
featurecreep|featurecreep|FeatureCreep|
featured-servers|featuredservers|Featured Servers|
|fm|FeaturesManager|FM
feders-scarecrows|feders_scarecrows,federsscarecrows|Feder的稻草人|
feed-a-friend|feedafriend|Feed A Friend|
fels-machine-guns-wwi|fels_mgr|Fel's Machine Guns WWI|
fels-machine-guns-wwii|fels_mgrwwii|Fel's Machine Guns WWII|
female-plastic-surgery-bust-limit-tweaker|femaleplasticsurgery|Female Plastic Surgery: Bust Limit Tweaker|
fence-on-slab|fence_on_slab|Fence On Slab!|
ferdinands-flowers|ferdinandsflowers|Ferdinand's Flowers|
fermion-core|fermion|Fermion Lib|
fermiumasm|normalasm|FermiumASM|
fermiumbooter|fermiumbooter|FermiumBooter|
fermiumbooter2mixinbooter|fermiumbooter|FermiumBooterDepoliticization|
ferroustry|ferroustry|Ferroustry|
fertility|fertility|Fertility|
festive-creepers|festive_creepers|Festive Creepers|
fetzis-displays|fetzisdisplays|Fetzi's Displays|
feur-dungeon-spawner|feur_dungeon_spawner|Feur - Dungeon Spawner|
feur-extension-desert|feur_extension_desert|Feur - Extension Desert|
feur-extension-fossil|feur_extension_fossil|Feur - Extension Fossil|
feur-extension-jungle|feur_extension_jungle|Feur - Extension Jungle|
feur-builder|feur_builder|Feur Builder|
feur-colors|feur_colors|Feur Colors|
feur-dimensional-skyland|feur_dimensional_skyland|Feur Dimensional Skyland|
feur-elytra-wings|feur_elytra_wings|Feur Elytra Wings|
feur-magic-more-enchantments-xp-bottle-forge|feur_magic|Feur Magic|
feur-pet-hat-forge|feur_beauty_pet|Feur Pet Hat|
feur-skyland|feur_skyland|Feur Skyland|
feur-statue|feur_statue|Feur Statue|
fsmm|fsmm|Fex's Small Money Mod|FSMM
fexs-vehicle-mod|fvtm|Fex's Vehicle and Transportation Mod|FVTM
fexcraft-common-library|fcl,frl,tmt|Fexcraft Common Library|FCL
feyfriends|feyfriends|FeyFriends|
feytweaks|feytweaks|FeyTweaks|
fibers-guns-pack-for-tacz|fibers|Fibers' Guns Pack for TACZ|
figura|figura|Figura|
|filament|Filament|
filedirector|moddirector|File Director|
|filetweaker|FileTweaker|
filesjs|filesjs|FilesJS|
filinkus-s-huge-tools|hugetools|FilinKus`s Huge Tools|
filing-cabinets-refurbished|filcabref|Filing Cabinets Refurbished|
fill-tool|fillchevsky|Fill Tool|
filterchat|filterchat|FilterChat|
filtered-chests|filteredchests|Filtered Chests|
filters-api|filters|Filters API|
|finalbeta|Final Beta|
final-fantasy-12-mod|ffxiimod|Final Fantasy XII Mod|
final-kobold|fk|Final Kobold|
final-samurai|final_samurai|Final Samurai|
|find|Find - Search For Items|
find-my-friends|findmyfriends|Find My Friends|
findmyitemsandfluids|findme|Find My Items And Fluids|
finder-compass|findercompass,stalkercreepers|Finder Compass|
|findit|Findit - GTNH|
fine-tuned-calibration|fine_tuned_calibration|Fine Tuned Calibration|
finitewater|finitewater|Finite Water|
finite-water-infinite-lava|finitewater|Finite Water & Infinite Lava|
fire-n-blood|firenblood|Fire N' Blood|
fire-spread-tweaks|firespreadtweaks|Fire Spread Tweaks|
fires-ender-expansion|firesenderexpansion|Fire's Ender Expansion|
fired-pots|fired_pots|Fired Pots|
firefly-bush|fireflybush|Firefly Bush|
firefly-bush-backport|firefly_bush_backport|Firefly Bush Backport|
firehud|firehud|Firehud|
fireplace-lib|fireplacelib|Fireplace Lib|
fireproof-boats|fireproof_boats|Fireproof Boats|
|FireproofNetherite|Fireproof Netherite|
|firesight|Firesight|
firework-minecart-mod|fireworkminecart|Firework Boosted Minecarts|
|fireworkindicator|Firework Duration Indicator|
firework-frenzy|fireworkfrenzy|Firework Frenzy|
firework-rocket-duration|cr-firework-rocket-duration|Firework Rocket Duration|
firmalife|firmalife|FirmaLife|
firorize|oscimate_soulflame|Firorize / Improved Fire Overlay|
first-join-message|firstjoinmessage|First Join Message|
tru-first-person-mod|TrueFirstPersonMod|First Person Realism|
fish-fix|fishfix|Fish Fix|
fish-in-planks|fish_in_planks|Fish In Planks|
|fish-lib|Fish Lib|
fish-on-the-line|fishontheline,fishontheline-fabric|Fish On The Line|
|fishtanks|Fish Tanks|
|fishmc|Fish Weapons (FishMC)|
fish-of-thieves|fishofthieves|Fish of Thieves|
|FishModLoader|FishModLoader|
fishermans-haven|fishermans_haven|Fisherman's Haven|
fishermans-trap|fishermens_trap|Fisherman's Trap|
fishes-undead-rise-ye|fishesundeadriseye|Fishes! Undead, Rise Ye|
fishing-dangers|fishingdangers|Fishing Dangers|
fishing-indicators|fishingindicators|Fishing Indicators|
fishing-overhaul|fishingoverhaul|Fishing Overhaul|
fishing-rod-fix|fishingrodfix|Fishing Rod Fix|
fishing-ruler|fishing_ruler|Fishing Ruler|
fishing-tick-fix|fishtickfix|Fishing Tick Fix|
fishy-business-more-fish|fishybusiness|Fishy Business|
fishs-undead-rising|fishsundeadrising,mod_lavacow|Fish的不死崛起/Fish的亡灵崛起|
fivehead|fivehead|FiveHead|
fix-changed|fc|Fix Changed|FC
fix-experience-bug|experiencebugfix|Fix Experience Bug|
|eg_fix_horizontal_camera_lag|Fix Horizontal Camera Lag|
|fix-keyboard-on-linux|Fix Keyboard issues on Linux|
fix-selected-item-text|fixselecteditemtext|Fix Selected Item Text|
fixbookgui|fixbookgui|FixBookGUI|
|fixlog4j214|FixLog4j214|
|fix-mc-stats|FixMCStats|
fixmyspawnr|fixmyspawnr|FixMySpawnR|
fixed-anvil-repair-cost|fixedanvilrepaircost|Fixed Anvil Repair Cost|
xp-orb-clump|xporbclump|Fixeroo|
fizzle|fizzle|Fizzle|
|flagslib|FlagsLib|
flair|flair|Flair|
flamelib|cursedlib|FlameLib|
flaminco|flaminco|Flaminco|
flamingo-mania|flamingoisland|Flamingo Mania|
flan-forge|flan|Flan|
flans-mod-5-5-2|flansmod,flansmod552|Flan 的枪械|
|flansmod|Flan's Mod Ultimate 1.1 Modified|FMUM
flans-mod-reloaded|flansmod,flansmodreloaded|Flan的枪械重制版|
|Flan|Flan非官方Forge精神续作版|FUE
flare|flare|Flare|
|FlashFreeze|FlashFreeze|
|flashback|Flashback|
flashlight-mcowners|mcrowners_flashlight|Flashlight MCowners|
|flashlight|Flashlight mod|
flat-bedrock|flatbedrock|Flat Bedrock|
|flattened_dimensions|Flattened Dimensions|
flatter-entities|flatterentities|Flatter Entities|
flavored|flavored|Flavored|
flavorful|flavorful|Flavorful|
flesh-mod|flesh_mod|Flesh & Limbs|
flesh2leather-forge|flesh2leather|Flesh 2 Leather|
rottenmod|rottenmod|FleshEmpire|
fleshz|fleshz|FleshZ|
flexipause|flexipause|FlexiPause|
flight-affinity|flightaffinity|Flight Affinity|
flightassistant|flightassistant|FlightAssistant|
flighthud|flighthud|FlightHUD|
flighthud-do-a-barrel-roll-fix||FlightHUD: Do a Barrel Roll fix|
|flighthud|FlightHUD玩家移植版|
|flighthud|FlightHUD重置版|
|flintapi|Flint API|
|flintloader|Flint Loader / Punch|
flintandsteel-improve|biologyfire|FlintAndSteel Improve|
floating|floating|Floating|
floating-items-mod-datapack|fiet|Floating Items Enchanting Table|
floatingitems|floatingitems|FloatingItems|
flood|flood|Flood|
floral-enchantment|floralench|Floral Enchantment|
florescence|flowering|Florescence|
florist|florist|Florist|
|florum-sporum|Florum Sporum|
|fvt|Flour's Various Tweaks|FVT
flourish|flourish|Flourish|
flow|flow|Flow|
flowtech-mob-systems|flowtech|FlowTech: Mob Systems|
flower-bed|flowerbedmod|Flower Bed|
flower-foxes|flower_foxes|Flower Foxes!|
flower-mimics|flowermimics|Flower Mimics|
flower-patch|flowerpatch|Flower Patch|
flower-power|flowerpower|Flower Power|
flower-seeds|flowerseeds|Flower Seeds 2|
flowerary|flowerary|Flowerary|
flowery-core|flowerycore|Flowery Core|
flowery-structures|flowery|Flowery Structures|
flowing-fluids|flowing_fluids|Flowing Fluids|
flowingfluidfixer|flowingfluidfixer|FlowingFluidFixer|
fluffy-dandelions|fluffy-dandelions|Fluffy Dandelions|
fluffy-fur|fluffy_fur|Fluffy Fur|
fluffys-farming|flavourfull|Fluffy's Farming | Flavourfull|
fluidict|fluidict|FluiDict|
fluid-void-fading|fluidvoidfading|Fluid Void Fading|
fluidjs|fluidjs|FluidJS|
fluidjs||FluidJS - 审核中|
|fj|FluidJump|FJ
|fluidlogged|FluidLogged|
fluidlogged|fluidlogged|Fluidlogged|
fluidlogged-api|fluidlogged_api|Fluidlogged API|
|flutterandflounder|Flutter & Flounder|
flux-network-x-cc-tweaked|fncct|Flux Network x CC: Tweaked|FNCCT
flux-networks-fabric|fluxnetworks|Flux Networks (Fabric)|
fluxloading|fluxloading|FluxLoading|FL
fluxed-core|fluxedcore|Fluxed-Core|
|fly_high|Fly High|
|flycycle|Flycycle|
flying-cullers|flyingcullers|Flying Culler|
lib|flytre_lib|Flytre Lib|
|foamflower|Foamflower|
|focal-engine,focalengine|Focal Engine|
fog|fog|Fog|
fog-looks-good-now|foglooksgoodnow|Fog Looks Good Now|
fog-tweaker|fogtweaker,fogworld|Fog World / Fog Tweaker|
fogbox|fogbox|Fogbox|
foggypalegarden|foggy-pale-garden|Foggy Pale Garden|FPG
organizable-play-screens|organizableplayscreens|Folders!|
follow-me|followme|Follow Me|
followers-teleport-too-fabric|followersteleporttoo,followersteleporttoo-fabric|Followers Teleport Too|
|fontfixer|Font Fixer|
food-rebalanced|food_overhaul|Food - Rebalanced|
food-addition|foodaddition|Food Addition|
food-effects|foodeffects|Food Effects|
food-fix|foodfix|Food Fix|
food-funk||Food Funk|
foodspoiling|foodspoiling|Food Spoiling|
foodmod-for-fabric|foodmod|FoodMod|
foods-plants-cooking-with-mindthemoods|cooking_with_mindthemoods|Foods & Plants (Cooking with Mindthemoods)|
foolproof|foolproof|Foolproof|
|footprint|Footprint|
footprint-particle-returns||Footprint Particle Returns|
footwork-api|footwork|Footwork API|
for-vanilla-flowers|fvfro|For Vanilla Flowers|
forceasciifont-backport|forceasciifont|ForceASCIIFont-Backport|
|fas|ForceAccessServer|FAS
|forcegl20|ForceGL2.0-Remapped|
|forcegl20|ForceGL20|
forcemaster-rpg-class|forcemaster_rpg|Forcemaster (More RPG Classes)|
forest-x-reborn|forest|Forest X Reborn|
forestry-worktable-display|forestryworktabledisplay|Forestry: Worktable Display|
|forge5160|Forge 5160 Backport|
forgeautoshutdown-1-12-2|forgeautoshutdown|Forge Auto Shutdown|
forge-cit|citresewn|Forge CIT|
forge-carpet|carpet|Forge Carpet|
forge-config-api-port-fabric|forgeconfigapiport|Forge Config API Port|FC
|forge_config|Forge Config BTW|
config-menus-forge|configmenusforge,forgeconfigscreens|Forge Config Screens/Config Menus for Forge|
forge-essentials-client|forgeessentialsclient|Forge Essentials Client|
mod-button|modsetting|Forge Mod Button in Game Menu|
forge-relocation|ForgeRelocation|Forge Relocation|
forge-relocation-fmp-plugin|RelocationFMP|Forge Relocation - FMP Plugin|
forge-early-loading-screen-fabric|early-loading-screen|Forge 加载屏幕移植|
forge-creeper-heal|forgecreeperheal|Forge 苦力怕坑修复|
forge-creeper-heal-unofficial|creeperheal,forgecreeperhealunofficial|Forge 苦力怕坑修复[非官方版]|
|ForgeAuth|ForgeAuth|
forgebrainlib|forgebrainlib|ForgeBrainLib|
forgeendertech|EnderTech,forgeendertech|ForgeEndertech|
forge-essentials-74735|ForgeEssentials,forgeessentials|ForgeEssentials|FE
forgerocks|forgerocks|ForgeRocks|
forgeskyboxes|forgeskyboxes|ForgeSkyboxes|
forgestory|forgestory|ForgeStory|FS
forgedcarpet|forgedcarpet|Forged Carpet|
forged-in-fire|forgedinfire|Forged In Fire|
|forgedapi|ForgedAPI|
forgedapi-fork|forgedapi|ForgedAPI Fork|
forgedfabric|forgedfabric|ForgedFabric API|
|forgedfabricloader|ForgedFabricLoaderAPI / ForgedLoaderAPI|FFL
forgelin|Forgelin|Forgelin|
forgelin-continuous|forgelin_continuous|Forgelin-Continuous|
forgero|forgero|Forgero|
forgery|fabrication|Forgery|
forgetmechunk|forgetmechunk|ForgetMeChunk|
|MCMMO - Forge|Forge版McMMO|
forgified-fabric-api|fabric_api|Forgified Fabric API|FFAPI
forgiving-world|forgivingworld|Forgiving World|
forgotten-battle-towers|fbt|Forgotten Battle Towers|FBT
forgotten-delight|forgotten_delight|Forgotten Delight|
forgotten-east|forgotteneast|Forgotten East|
forgotten-graves|forgottengraves|Forgotten Graves|
forgotten-java|the_forgotten_java|Forgotten Java|
forgotten-nunchakus|fn|Forgotten Nunchakus|FN
forgotten-pots-forge|forgottenpots|Forgotten Pots|
forgottenrecipes|forgottenrecipes|Forgotten Recipes|
forgotten-ruins|forgottenruins|Forgotten Ruins|
forgotten-treasures|forgotten_treasures,forgottentreasures|Forgotten Treasures|
|forkcart|Forkcart|
|fukkit|Forkkit|
forlorn-beasts|forlorn_beasts|Forlorn Beasts|
formations|formations|Formations|
formations-nether|formations_nether,formationsnether|Formations Nether|
formations-overworld|formations_overworld,formationsoverworld|Formations Overworld|
formidablefarmland|formidablefarmland|FormidableFarmland|
formidulus|formidulus|Formidulus|
forsaken-corpses|lying_skeletons|Forsaken Corpses|
fortitude|fortitudemod|Fortitude|
fortuitous-feasts|dffeasts|Fortuitous Feasts|
fortunas-anvil|fortunas_anvil|Fortuna's Anvil|
fortune-ores-2|FortuneOres|FortuneOres|
fossilmon|fossilmon|Fossilmon|
f-a-rebirth-and-expand-genesis|fossilsaddon|Fossils and Archeology Rebirth and Expand: Genesis|
fowlplay|fowlplay|Fowl Play|
foxlib|foxlib|FoxLib|
foxrecipemaker|reciper|FoxRecipeMaker|
fraghappy-reborn|fraghappy|FragHappy Reborn|
fragile-torches|fragiletorches|Fragile Torches|
fragmentum-forge|fragmentum|Fragmentum|
frame-void-patch-mc-59363|framevoidpatch|Frame Void Patch (MC-59363)|
framework|framework|Framework|
framland|framland|Framland|
|frank|Frank|
fred-qol|fred|Fred|
freecam-by-zergatul|fc,freecam|FreeCam|FC
freecam|freecam|FreeCam by kapiteon|
|freedraw|FreeDraw|
free-cam|freecam|Freecam|
freecam||Freecam - 无作弊版|
freelook-fabric|freelook|Freelook|
friendly-chests|friendly_chests|Friendly Chests|
friendly-chests-no-fluid|friendly_chests|Friendly Chests: No Fluid|
friendly-fire|friendlyfire|Friendly Fire|
friends-and-foes-forge|friendsandfoes|Friends & Foes|
friends-and-foes-beekeeper-hut-forge|friendsandfoes|Friends&Foes - Beekeeper Hut|
friends-and-foes-flowery-mooblooms-forge|flowerymooblooms|Friends&Foes - Flowery Mooblooms|
